update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10017,0,0,0
200,20024,0,0,0
300,20020,0,0,0
400,20014,0,0,0
500,20036,0,34,34
600,16750,0,2203,2203
700,17126,0,1,1
800,17126,0,0,0
900,17129,0,1,1
1000,17122,0,3,3
1100,15288,0,2213,2213
1200,14773,0,1,1
1300,14776,0,2,2
1400,14775,0,2,2
1500,14777,0,2,2
1600,13549,0,2178,2178
1700,12863,0,5,5
1800,12887,0,2,2
1900,12900,0,5,5
2000,12889,0,5,5
2100,12681,0,2082,2082
2200,10914,0,46,46
2300,11327,0,1,1
2400,11325,0,6,6
2500,11321,0,8,8
2600,11299,0,142,142
2700,9719,0,1954,1954
2800,9982,0,3,3
2900,9983,0,6,6
3000,9974,0,10,10
3100,9966,0,15,15
3200,8917,0,2048,2048
3300,8949,0,4,4
3400,8951,0,9,9
3500,8936,0,9,9
3600,8938,0,9,9
3700,8225,0,1992,1992
3800,7862,0,27,27
3900,7896,0,5,5
4000,7883,0,13,13
4100,7884,0,13,13
4200,7680,0,1865,1865
4300,6793,0,163,163
4400,7038,0,7,7
4500,7026,0,13,13
4600,7022,0,16,16
4700,6993,0,210,210
4800,6167,0,1810,1810
4900,6361,0,10,10
5000,6359,0,19,19
5100,6348,0,23,23
5200,6333,0,75,75
5300,5688,0,1917,1917
5400,5775,0,26,26
5500,5776,0,22,22
5600,5765,0,25,25
5700,5751,0,48,48
5800,5321,0,1863,1863
5900,5140,0,96,96
6000,5176,0,26,26
6100,5162,0,31,31
6200,5144,0,52,52
6300,4988,0,1585,1585
6400,4478,0,330,330
6500,4647,0,27,27
6600,4632,0,41,41
6700,4624,0,59,59
6800,4585,0,263,263
6900,4070,0,1644,1644
7000,4184,0,42,42
7100,4180,0,43,43
7200,4162,0,53,53
7300,4158,0,114,114
7400,3746,0,1750,1750
7500,3778,0,80,80
7600,3779,0,47,47
7700,3754,0,63,63
7800,3735,0,85,85
7900,3501,0,1625,1625
8000,3412,0,214,214
8100,3439,0,63,63
8200,3431,0,80,80
8300,3416,0,94,94
8400,3321,0,1252,1252
8500,3028,0,543,543
8600,3116,0,77,77
8700,3095,0,94,94
8800,3062,0,85,85
8900,3019,0,277,277
9000,2785,0,1443,1443
9100,2805,0,106,106
9200,2781,0,121,121
9300,2747,0,123,123
9400,2704,0,169,169
9500,2473,0,1399,1399
9600,2457,0,188,188
9700,2447,0,135,135
9800,2427,0,145,145
9900,2401,0,193,193
10000,2285,0,1062,1062
10100,2167,0,445,445
10200,2168,0,156,156
10300,2131,0,194,194
10400,2099,0,192,192
10500,2043,0,556,556
10600,1928,0,740,740
10700,1921,0,208,208
10800,1860,0,254,254
10900,1850,0,252,252
11000,1812,0,306,306
11100,1702,0,806,806
11200,1653,0,284,284
11300,1664,0,276,276
11400,1642,0,267,267
11500,1601,0,305,305
11600,1551,0,710,710
11700,1496,0,352,352
11800,1453,0,293,293
11900,1447,0,299,299
12000,1428,0,310,310
12100,1409,0,499,499
12200,1344,0,519,519
12300,1306,0,315,315
12400,1285,0,328,328
12500,1270,0,316,316
12600,1250,0,384,384
12700,1188,0,559,559
12800,1195,0,330,330
12900,1170,0,336,336
13000,1160,0,318,318
13100,1142,0,356,356
13200,1106,0,532,532
13300,1093,0,362,362
13400,1090,0,367,367
13500,1083,0,331,331
13600,1074,0,383,383
13700,1041,0,497,497
13800,1005,0,404,404
13900,978,0,384,384
14000,957,0,364,364
14100,934,0,370,370
14200,936,0,448,448
14300,900,0,462,462
14400,879,0,377,377
14500,873,0,377,377
14600,840,0,391,391
14700,829,0,382,382
14800,786,0,452,452
14900,735,0,387,387
15000,711,0,381,381
15100,731,0,388,388
15200,727,0,380,380
15300,724,0,445,445
15400,732,0,409,409
15500,735,0,365,365
15600,734,0,398,398
15700,702,0,387,387
15800,677,0,444,444
15900,658,0,397,397
16000,614,0,376,376
16100,572,0,401,401
16200,573,0,372,372
16300,563,0,413,413
16400,571,0,401,401
16500,554,0,396,396
16600,524,0,370,370
