update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9996,40000,0,0,3,4,0,4,3,3,0,3,0,0,0,0,0,0
200,9996,40000,0,0,2,11,0,2,1,11,1,3,0,0,0,0,0,0
300,9995,40000,0,0,1,14,0,5,4,6,0,1,0,0,0,0,0,0
400,9988,40000,0,0,6,8,1,3,5,12,0,3,0,0,0,0,0,0
500,9996,39999,0,0,2,6,1,6,0,4,1,7,0,0,0,0,0,0
600,9998,36013,0,12,0,5,1,2,1,6,0,5,0,0,0,0,0,0
700,9991,34721,0,17,0,8,0,5,9,4,0,4,0,0,0,0,0,0
800,9996,34716,1,19,1,10,1,4,0,7,1,3,0,0,0,0,0,0
900,9993,34713,1,16,1,8,2,12,1,8,2,2,0,0,0,0,0,0
1000,9989,34713,1,17,5,7,1,8,2,4,2,3,0,0,0,0,0,0
1100,9995,32401,0,16,2,7,0,5,3,7,0,4,0,0,0,0,0,0
1200,9992,30150,1,19,1,6,0,1,5,8,1,7,0,0,0,0,0,0
1300,9988,30146,5,19,2,2,1,7,2,7,2,4,0,0,0,0,0,0
1400,9991,30141,0,23,2,6,2,7,2,5,3,1,0,0,0,0,0,0
1500,9986,30132,1,22,1,6,4,2,6,8,2,2,0,0,0,0,0,0
1600,9996,29192,2,22,2,4,0,6,0,11,0,0,0,0,0,0,0,0
1700,9994,26563,4,37,0,5,0,5,0,9,2,1,0,0,0,0,0,0
1800,9989,26544,6,33,0,9,2,6,1,14,2,1,0,1,0,0,0,0
1900,9984,26534,6,37,0,3,1,2,5,3,4,3,0,0,0,0,0,0
2000,9987,26523,4,35,3,3,2,2,2,9,2,1,0,0,0,0,0,0
2100,9976,26463,8,31,7,2,3,3,5,10,1,5,0,0,0,0,0,0
2200,9990,23636,4,27,0,8,2,6,4,10,0,4,0,0,0,0,0,0
2300,9984,23626,5,26,4,5,2,4,4,4,1,2,0,0,0,0,0,0
2400,9985,23628,6,30,2,7,3,4,4,5,0,10,0,0,0,0,0,0
2500,9978,23621,4,27,6,4,4,5,7,4,1,2,0,0,0,0,0,0
2600,9990,23614,5,26,1,9,2,6,1,7,1,3,0,0,0,0,0,0
2700,9988,21666,7,22,2,2,1,6,2,7,0,2,0,0,0,0,0,0
2800,9978,21069,11,21,1,4,2,2,6,6,2,0,0,0,0,0,0,0
2900,9983,21006,9,18,0,5,2,0,5,11,1,0,0,0,0,0,0,0
3000,9979,21014,12,23,1,3,2,7,4,3,2,0,0,0,0,0,0,0
3100,9983,20985,11,20,0,1,1,3,5,4,0,3,0,0,0,0,0,0
3200,9979,20006,10,22,4,6,3,4,3,2,1,2,0,0,0,0,0,0
3300,9975,19098,16,22,3,8,0,5,3,9,3,5,0,0,0,0,0,0
3400,9969,19116,19,18,1,3,7,5,2,3,1,1,1,0,0,0,0,0
3500,9977,19087,20,21,1,1,0,2,1,12,1,1,0,0,0,0,0,0
3600,9970,19035,23,17,2,6,0,4,2,11,3,3,0,0,0,0,0,0
3700,9977,18508,19,17,2,7,1,6,1,4,0,0,0,0,0,0,0,0
3800,9971,17138,22,17,2,3,3,4,2,1,0,6,0,0,0,0,0,0
3900,9965,17100,25,13,2,3,3,5,4,4,1,0,0,0,0,0,0,0
4000,9960,17054,26,14,4,1,2,5,5,10,3,1,0,0,0,0,0,0
4100,9968,16971,26,15,0,5,1,3,4,10,1,2,0,0,0,0,0,0
4200,9961,16815,32,10,0,5,4,4,1,9,2,0,0,0,0,0,0,0
4300,9959,15355,37,11,1,3,2,3,0,12,1,1,0,0,0,0,0,0
4400,9954,15220,42,12,1,1,1,5,1,4,1,1,0,0,0,0,0,0
4500,9945,15078,47,12,3,2,1,5,4,9,0,3,0,0,0,0,0,0
4600,9943,14907,45,11,4,4,3,3,5,7,0,1,0,0,0,0,0,0
4700,9934,14728,46,17,4,3,3,10,7,7,5,3,1,0,0,0,0,0
4800,9946,13918,49,16,0,3,3,1,1,2,1,2,0,1,0,0,0,0
4900,9940,13450,52,16,2,2,3,4,2,8,1,3,0,0,0,0,0,0
5000,9944,13211,44,16,1,4,4,5,4,3,3,2,0,0,0,0,0,0
5100,9941,12933,46,23,5,1,1,2,7,7,0,2,0,0,0,0,0,0
5200,9939,12539,52,23,3,4,2,3,2,7,2,1,0,0,0,0,0,0
5300,9955,12090,35,15,5,3,3,10,2,9,0,2,0,1,0,0,0,0
5400,9946,11663,34,10,3,4,11,5,5,9,1,2,0,0,0,0,0,0
5500,9942,11293,42,16,3,3,6,7,6,12,1,2,0,0,0,0,0,0
5600,9945,10917,37,13,1,4,12,4,4,9,1,1,0,0,0,0,0,0
5700,9954,10480,30,18,3,3,9,4,3,4,1,1,0,0,0,0,0,0
5800,9943,10085,32,29,4,6,11,10,7,6,3,3,0,0,0,0,0,0
5900,9964,9720,28,23,1,3,6,14,1,5,0,2,0,0,0,0,0,0
6000,9965,9348,26,27,1,5,5,8,2,7,1,3,0,2,0,0,0,0
6100,9966,9004,23,30,5,4,3,13,1,9,2,2,0,0,0,0,0,0
6200,9968,8776,23,36,0,8,4,13,4,7,1,1,0,0,0,0,0,0
6300,9974,8450,21,33,1,4,2,13,1,6,1,2,0,1,0,0,0,0
6400,9968,8183,24,27,1,3,3,8,3,6,1,5,0,1,0,0,0,0
6500,9964,7961,28,37,2,5,2,9,2,8,2,3,0,0,0,0,0,0
6600,9967,7715,23,31,4,4,4,18,2,3,0,5,0,1,0,0,0,0
6700,9969,7433,23,40,4,0,3,10,1,6,0,3,0,0,0,0,0,0
6800,9970,7159,24,49,1,5,2,14,1,3,2,1,0,0,0,0,0,0
6900,9972,7001,18,35,2,4,7,6,1,3,0,3,0,0,0,0,0,0
7000,9973,6811,19,39,2,5,2,6,3,6,1,3,0,0,0,0,0,0
7100,9969,6639,22,39,4,7,1,10,3,8,1,3,0,0,0,0,0,0
7200,9973,6462,21,40,1,4,2,10,1,11,2,2,0,0,0,0,0,0
7300,9970,6284,20,67,5,11,1,9,2,8,2,2,0,0,0,0,0,0
7400,9924,6132,69,57,3,4,1,13,3,6,0,4,0,0,0,0,0,0
7500,9907,5966,84,56,5,3,1,11,2,8,1,3,0,0,0,0,0,0
7600,9913,5744,74,51,5,4,3,12,3,7,2,1,0,0,0,0,0,0
7700,9917,5572,73,52,3,10,3,7,2,17,2,5,0,1,0,0,0,0
7800,9913,5388,73,63,3,5,3,9,5,8,3,3,0,0,0,0,0,0
7900,9920,5257,69,69,2,11,1,9,5,11,3,6,0,0,0,0,0,0
8000,9924,5052,69,53,1,5,1,6,4,12,1,1,0,0,0,0,0,0
8100,9918,4883,72,57,2,6,0,9,7,11,1,3,0,0,0,0,0,0
8200,9922,4700,73,52,2,3,0,9,2,7,1,5,0,1,0,0,0,0
8300,9915,4550,74,58,2,5,1,9,5,15,3,1,0,0,0,0,0,0
8400,9920,4377,72,47,1,15,4,11,0,10,3,4,0,0,0,0,0,0
8500,9913,4298,73,54,2,6,1,8,10,15,1,9,0,0,0,0,0,0
8600,9916,4156,73,57,1,3,4,5,3,6,3,3,0,0,0,0,0,0
8700,9920,4046,71,64,3,5,0,14,5,9,1,3,0,0,0,0,0,0
8800,9913,3922,75,56,4,5,1,10,5,7,1,6,0,2,1,0,0,0
8900,9899,3752,91,65,2,3,5,5,2,1,1,2,0,1,0,0,0,0
9000,9831,3638,157,61,3,8,3,6,5,13,0,4,1,0,0,0,0,0
9100,9808,3571,181,54,1,6,6,1,3,6,1,2,0,0,0,0,0,0
9200,9783,3513,207,52,4,4,4,3,2,6,0,6,0,0,0,0,0,0
9300,9714,3450,276,57,3,12,3,9,4,8,0,4,0,1,0,0,0,0
