update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
200,9993,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0
300,9995,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
400,9994,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0
500,9996,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
600,9991,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0
700,9990,0,4,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0
800,9989,0,4,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0
900,9992,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1000,9992,0,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
1100,9993,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1200,9990,0,4,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0
1300,9990,0,5,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
1400,9991,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1500,9992,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1600,9992,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
1700,9995,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0
1800,9995,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0
1900,9996,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2000,9995,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0
